tail;head;cost
SmallMolecule1921,SmallMolecule397,SmallMolecule825,Protein6172;SmallMolecule1922,SmallMolecule827;1
SmallMolecule1922,SmallMolecule394,Protein6173;SmallMolecule1923,SmallMolecule393;1
SmallMolecule1923;SmallMolecule1920;1
SmallMolecule1924,SmallMolecule422,Protein6174;SmallMolecule1925,SmallMolecule529;1
SmallMolecule1925,SmallMolecule324,Complex2563;SmallMolecule1125,SmallMolecule1920,SmallMolecule272;1
SmallMolecule1926,SmallMolecule337,Complex2565;SmallMolecule1927,SmallMolecule326;1
SmallMolecule1927,SmallMolecule326,Complex2565;SmallMolecule1926,SmallMolecule337;1
SmallMolecule1927,SmallMolecule340,SmallMolecule757,Complex2267;SmallMolecule1929,SmallMolecule342,SmallMolecule520;1
SmallMolecule1928,SmallMolecule337,Protein6178;SmallMolecule1927,SmallMolecule367;1
SmallMolecule1929,SmallMolecule402,Complex2566;SmallMolecule1930,SmallMolecule520,SmallMolecule834;1
SmallMolecule1934,Complex2569;SmallMolecule138,SmallMolecule1935;1
SmallMolecule1935,SmallMolecule516,SmallMolecule85,Complex2570;SmallMolecule514,SmallMolecule812;1
SmallMolecule1936,SmallMolecule228,Complex2571;SmallMolecule367,SmallMolecule77;1
SmallMolecule1936,SmallMolecule318,Complex2572;SmallMolecule1937,SmallMolecule335;1
SmallMolecule1937,SmallMolecule318,Complex2573;SmallMolecule1938;1
SmallMolecule1938,Complex2574;SmallMolecule1939;1
SmallMolecule1944,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6198;SmallMolecule138,SmallMolecule1947,SmallMolecule406;1
SmallMolecule1945;SmallMolecule138,SmallMolecule1946;1
SmallMolecule1948,SmallMolecule318,Complex2583;SmallMolecule1766;1
SmallMolecule1951,SmallMolecule337,Complex2565;SmallMolecule1952,SmallMolecule326;1
SmallMolecule1952;SmallMolecule1953,SmallMolecule324;1
SmallMolecule1955,SmallMolecule1956,Protein6206;SmallMolecule1957,SmallMolecule1958;1
SmallMolecule1956,SmallMolecule1958,Protein6207;SmallMolecule1957,SmallMolecule1959;1
SmallMolecule1958,SmallMolecule328,Protein6208;SmallMolecule1960,SmallMolecule330;1
SmallMolecule1959,SmallMolecule328,Protein6208;SmallMolecule1964,SmallMolecule330;1
SmallMolecule1960;SmallMolecule1961;1
SmallMolecule1961,SmallMolecule394,SmallMolecule395,Complex2585;SmallMolecule1962,SmallMolecule1963,SmallMolecule393;1
SmallMolecule1964;SmallMolecule1965;1
SmallMolecule1965,SmallMolecule394,SmallMolecule395,Complex2585;SmallMolecule1962,SmallMolecule1966,SmallMolecule393;1
SmallMolecule1967,SmallMolecule394,SmallMolecule395,Protein6210;SmallMolecule1966,SmallMolecule1968,SmallMolecule393;1
SmallMolecule1969,Protein6212;SmallMolecule1970;1
SmallMolecule1970,Complex2587;SmallMolecule138,SmallMolecule1971;1
SmallMolecule1970,Protein6212;SmallMolecule1969;1
SmallMolecule1972,SmallMolecule318,Complex2589;SmallMolecule1973,SmallMolecule958;1
SmallMolecule1974,SmallMolecule1975,Complex2590;SmallMolecule1976,SmallMolecule1977;1
SmallMolecule1978,SmallMolecule345,Protein6217;SmallMolecule1979,SmallMolecule347,SmallMolecule85;1
SmallMolecule1983,SmallMolecule324,Complex2606;SmallMolecule1862,SmallMolecule1987;1
SmallMolecule1985,SmallMolecule304,Protein6237;SmallMolecule1477,SmallMolecule1862;1
SmallMolecule1986,Complex2604;SmallMolecule1525,SmallMolecule43;1
SmallMolecule1988,Complex2608;SmallMolecule18,SmallMolecule335;1
SmallMolecule1989,SmallMolecule1990,SmallMolecule68,Complex2609;SmallMolecule1991,SmallMolecule1992,SmallMolecule1993;1
SmallMolecule1991;SmallMolecule16;1
SmallMolecule1996,SmallMolecule1999,Complex2610;SmallMolecule1997,SmallMolecule259,SmallMolecule74;1
SmallMolecule1996,SmallMolecule2001,Complex2610;SmallMolecule1997,SmallMolecule259,SmallMolecule74;1
SmallMolecule1996,SmallMolecule259,SmallMolecule392,SmallMolecule74,SmallMolecule84,Protein6247;SmallMolecule1997,SmallMolecule2001,SmallMolecule343;1
SmallMolecule1996,SmallMolecule259,SmallMolecule392,SmallMolecule84,Protein6247;SmallMolecule1997,SmallMolecule1998,SmallMolecule343;1
SmallMolecule1998,SmallMolecule74,Protein6247;SmallMolecule1999,SmallMolecule2000;1
SmallMolecule1999,SmallMolecule2001,Protein6247,Complex2611;SmallMolecule2002,SmallMolecule30;1
SmallMolecule1,SmallMolecule146,Protein6596,Protein6600;SmallMolecule315,SmallMolecule4;1
SmallMolecule1,SmallMolecule146,SmallMolecule224,Protein16969;SmallMolecule225,SmallMolecule315,SmallMolecule4;1
SmallMolecule1,SmallMolecule146,SmallMolecule224,Protein6601;SmallMolecule225,SmallMolecule315,SmallMolecule4;1
SmallMolecule1,SmallMolecule15,Protein9;SmallMolecule16,SmallMolecule4;1
SmallMolecule1,SmallMolecule17,Protein10;SmallMolecule18,SmallMolecule4;1
SmallMolecule1,SmallMolecule1724,Protein5977;SmallMolecule1488,SmallMolecule4;1
SmallMolecule1,SmallMolecule1733,Complex2423;SmallMolecule1734,SmallMolecule4;1
SmallMolecule1,SmallMolecule1760,Complex2423;SmallMolecule1761,SmallMolecule4;1
SmallMolecule1,SmallMolecule19,PhysicalEntity1;SmallMolecule20,SmallMolecule4;1
SmallMolecule1,SmallMolecule1981,Protein6222;SmallMolecule1979,SmallMolecule4;1
SmallMolecule1,SmallMolecule2,Protein6620;SmallMolecule4,SmallMolecule5;1
SmallMolecule1,SmallMolecule220,SmallMolecule224,SmallMolecule84,Protein1235;SmallMolecule225,SmallMolecule226,SmallMolecule4,SmallMolecule85;1
SmallMolecule1,SmallMolecule222,SmallMolecule224,SmallMolecule84,Protein1332;SmallMolecule225,SmallMolecule228,SmallMolecule4,SmallMolecule85;1
SmallMolecule1,SmallMolecule225,SmallMolecule315,Complex2918;SmallMolecule146,SmallMolecule224,SmallMolecule4;1
SmallMolecule1,SmallMolecule2370,SmallMolecule5,SmallMolecule85,Protein6593;SmallMolecule2,SmallMolecule4,SmallMolecule751,SmallMolecule84;1
SmallMolecule1,SmallMolecule2426,Protein6636;SmallMolecule2427,SmallMolecule4;1
SmallMolecule1,SmallMolecule2434,Protein3932;SmallMolecule2435,SmallMolecule4;1
SmallMolecule1,SmallMolecule2437,Protein6656;SmallMolecule4,SmallMolecule686;1
SmallMolecule1,SmallMolecule2438,Protein6657;SmallMolecule2440,SmallMolecule4;1
SmallMolecule1,SmallMolecule2476,Protein6691;SmallMolecule2477,SmallMolecule4;1
SmallMolecule1,SmallMolecule2478,Protein6693;SmallMolecule1912,SmallMolecule4;1
SmallMolecule1,SmallMolecule2496,Complex2423;SmallMolecule2498,SmallMolecule4;1
SmallMolecule1,SmallMolecule2500,Protein6705;SmallMolecule2501,SmallMolecule4;1
SmallMolecule1,SmallMolecule2502,Protein6706;SmallMolecule2503,SmallMolecule4;1
SmallMolecule1,SmallMolecule2504,Protein6707;SmallMolecule2505,SmallMolecule4;1
SmallMolecule1,SmallMolecule258,Protein1252;SmallMolecule134,SmallMolecule4;1
SmallMolecule1,SmallMolecule258,Protein6639;SmallMolecule134,SmallMolecule4;1
SmallMolecule1,SmallMolecule258,Protein6640;SmallMolecule134,SmallMolecule4;1
SmallMolecule1,SmallMolecule259,Protein1253;SmallMolecule260,SmallMolecule4;1
SmallMolecule1,SmallMolecule259,Protein1253;SmallMolecule260,SmallMolecule4;1
SmallMolecule1,SmallMolecule261,Protein1254;SmallMolecule265,SmallMolecule4;1
SmallMolecule1,SmallMolecule2619,Protein6960;SmallMolecule2620,SmallMolecule84;1
SmallMolecule1,SmallMolecule27,Protein23;SmallMolecule28,SmallMolecule4;1
SmallMolecule1,SmallMolecule283,Protein1260;SmallMolecule284,SmallMolecule4;1
SmallMolecule1,SmallMolecule285,Protein1261;SmallMolecule286,SmallMolecule4;1
SmallMolecule1,SmallMolecule287,SmallMolecule85,Protein1262;SmallMolecule288,SmallMolecule4,SmallMolecule84;1
SmallMolecule1,SmallMolecule291,SmallMolecule85,Protein1264;SmallMolecule292,SmallMolecule4,SmallMolecule84;1
SmallMolecule1,SmallMolecule299,SmallMolecule30,SmallMolecule4,Protein1270;SmallMolecule1,SmallMolecule300,SmallMolecule4,SmallMolecule42;1
SmallMolecule1,SmallMolecule299,SmallMolecule38,SmallMolecule4,Protein1270;SmallMolecule1,SmallMolecule300,SmallMolecule4,SmallMolecule50;1
SmallMolecule1,SmallMolecule299,SmallMolecule39,SmallMolecule4,Protein1270;SmallMolecule1,SmallMolecule300,SmallMolecule4,SmallMolecule51;1
SmallMolecule1,SmallMolecule299,SmallMolecule4,SmallMolecule56,Protein1270;SmallMolecule1,SmallMolecule300,SmallMolecule4,SmallMolecule61;1
SmallMolecule1,SmallMolecule2,SmallMolecule21,Protein11;SmallMolecule22,SmallMolecule4,SmallMolecule5;1
SmallMolecule1,SmallMolecule2,SmallMolecule225,Protein6621;SmallMolecule224,SmallMolecule4,SmallMolecule5;1
SmallMolecule1,SmallMolecule2,SmallMolecule23,Protein14;SmallMolecule25,SmallMolecule4,SmallMolecule5;1
SmallMolecule1,SmallMolecule2,SmallMolecule27,Protein15;SmallMolecule28,SmallMolecule4,SmallMolecule5;1
SmallMolecule1,SmallMolecule2,SmallMolecule29,Protein16;SmallMolecule4,SmallMolecule41,SmallMolecule5;1
SmallMolecule1,SmallMolecule2,SmallMolecule3,Protein1;SmallMolecule4,SmallMolecule5,SmallMolecule6;1
SmallMolecule1,SmallMolecule2,SmallMolecule7,Protein5;SmallMolecule11,SmallMolecule4,SmallMolecule5;1
SmallMolecule1,SmallMolecule2,SmallMolecule78,Protein24;SmallMolecule4,SmallMolecule5,SmallMolecule79;1
SmallMolecule1,SmallMolecule30,SmallMolecule4,SmallMolecule60,Protein1271;SmallMolecule1,SmallMolecule4,SmallMolecule42,SmallMolecule55;1
SmallMolecule1,SmallMolecule315,Complex7923;SmallMolecule146,SmallMolecule4;1
SmallMolecule1,SmallMolecule34,SmallMolecule43,Complex457;SmallMolecule31,SmallMolecule4,SmallMolecule46;1
SmallMolecule1,SmallMolecule34,SmallMolecule43,Complex458;SmallMolecule31,SmallMolecule4,SmallMolecule46;1
SmallMolecule1,SmallMolecule484,Protein6654;SmallMolecule4,SmallMolecule499;1
SmallMolecule1,SmallMolecule496,Protein3928;SmallMolecule4,SmallMolecule497;1
SmallMolecule1,SmallMolecule4,SmallMolecule42,SmallMolecule55,Protein1271;SmallMolecule1,SmallMolecule30,SmallMolecule4,SmallMolecule60;1
SmallMolecule1,SmallMolecule53,Protein17;SmallMolecule4,SmallMolecule58;1
SmallMolecule1,SmallMolecule55,Protein1261;SmallMolecule4,SmallMolecule60;1
SmallMolecule1,SmallMolecule72,Protein22;SmallMolecule4,SmallMolecule75;1
SmallMolecule1,SmallMolecule85,Protein6608;SmallMolecule4,SmallMolecule84;1
SmallMolecule1,SmallMolecule85,Protein6956;SmallMolecule4,SmallMolecule84;1
SmallMolecule1,SmallMolecule86,Protein37;SmallMolecule4,SmallMolecule87;1
SmallMolecule1,SmallMolecule88,Protein38;SmallMolecule4,SmallMolecule89;1
SmallMolecule1,SmallMolecule88,Protein39;SmallMolecule4,SmallMolecule89;1
SmallMolecule1,SmallMolecule90,Protein40;SmallMolecule4,SmallMolecule93;1
SmallMolecule1,SmallMolecule91,Protein42;SmallMolecule4,SmallMolecule94;1
SmallMolecule1,SmallMolecule92,Protein41;SmallMolecule4,SmallMolecule95;1
SmallMolecule2,Complex2925;SmallMolecule5;1
SmallMolecule2,Complex592;SmallMolecule5;1
SmallMolecule2,Complex616;SmallMolecule5;1
SmallMolecule2,Protein6632;SmallMolecule5;1
SmallMolecule20,Protein20;SmallMolecule71;1
SmallMolecule2001,Protein6247,Complex2611;SmallMolecule2003,SmallMolecule30;1
SmallMolecule2004,SmallMolecule405,SmallMolecule85,Complex2612;SmallMolecule2005,SmallMolecule260,SmallMolecule406;1
SmallMolecule2004,SmallMolecule405,SmallMolecule85,Protein6252;SmallMolecule2005,SmallMolecule260,SmallMolecule406;1
SmallMolecule2005,SmallMolecule578,Complex2710;SmallMolecule1739,SmallMolecule2257;1
SmallMolecule2006,Complex2608;SmallMolecule20,SmallMolecule335;1
SmallMolecule2007,SmallMolecule345,Protein6257;SmallMolecule2008,SmallMolecule347,SmallMolecule85;1
SmallMolecule2011,SmallMolecule2012,Complex2618;SmallMolecule1014,SmallMolecule2013;1
SmallMolecule2011,SmallMolecule394,SmallMolecule395,Complex2619;SmallMolecule2016,SmallMolecule393;1
SmallMolecule2011,SmallMolecule397,SmallMolecule825,Protein6260;SmallMolecule2014,SmallMolecule827;1
SmallMolecule2014,SmallMolecule394,Complex2619;SmallMolecule2011,SmallMolecule393;1
SmallMolecule2026,SmallMolecule349,Complex2640;SmallMolecule48,SmallMolecule85;1
SmallMolecule2029,Complex2725;SmallMolecule2303,SmallMolecule50;1
SmallMolecule2032,Complex2647;SmallMolecule1877,SmallMolecule335;1
SmallMolecule2036,SmallMolecule324,SmallMolecule389,Complex2650;SmallMolecule270,SmallMolecule388;1
SmallMolecule2037,SmallMolecule353,SmallMolecule398;SmallMolecule2036,SmallMolecule2038,SmallMolecule399;1
SmallMolecule2041,SmallMolecule345,PhysicalEntity299;SmallMolecule2055,SmallMolecule347;1
SmallMolecule2042,SmallMolecule2043,Protein6292;SmallMolecule2044,SmallMolecule2046;1
SmallMolecule2047,SmallMolecule51,Complex2642;SmallMolecule138,SmallMolecule2048;1
SmallMolecule2050,SmallMolecule345,PhysicalEntity298;SmallMolecule2041,SmallMolecule347;1
SmallMolecule2053,SmallMolecule405,SmallMolecule85,Complex701;SmallMolecule138,SmallMolecule2054,SmallMolecule406;1
SmallMolecule2054,SmallMolecule405,SmallMolecule85,Complex701;SmallMolecule138,SmallMolecule2041,SmallMolecule406;1
SmallMolecule2055,SmallMolecule345,Protein6296;SmallMolecule2056,SmallMolecule347;1
SmallMolecule2057,SmallMolecule2058;SmallMolecule2059;1
SmallMolecule2058,SmallMolecule403;SmallMolecule2050,SmallMolecule404;1
SmallMolecule2059,SmallMolecule345;SmallMolecule2060,SmallMolecule347,SmallMolecule403;1
SmallMolecule205,SmallMolecule2579,Complex2889;SmallMolecule2448;1
SmallMolecule2060;SmallMolecule2053,SmallMolecule2062;1
SmallMolecule2065,SmallMolecule405,SmallMolecule85,PhysicalEntity300;SmallMolecule138,SmallMolecule1739,SmallMolecule2066,SmallMolecule406;1
SmallMolecule2066,SmallMolecule403,SmallMolecule85;SmallMolecule138,SmallMolecule2067,SmallMolecule404;1
SmallMolecule2066,SmallMolecule405,SmallMolecule85,Complex701;SmallMolecule138,SmallMolecule2050,SmallMolecule406;1
SmallMolecule2067,SmallMolecule405,SmallMolecule85,Complex690;SmallMolecule2058,SmallMolecule403,SmallMolecule406;1
SmallMolecule2070,SmallMolecule2071,Complex2665;SmallMolecule2072,SmallMolecule2073;1
SmallMolecule2072;SmallMolecule2075;1
SmallMolecule2072,SmallMolecule2075;SmallMolecule2076,SmallMolecule2077;1
SmallMolecule2072,SmallMolecule2080;SmallMolecule2081;1
SmallMolecule2072,SmallMolecule2081;SmallMolecule2076,SmallMolecule2085;1
SmallMolecule2072,SmallMolecule2094,Complex2665;PhysicalEntity308,SmallMolecule2076;1
SmallMolecule2076,SmallMolecule2078,Complex2665;SmallMolecule2072,SmallMolecule2079;1
SmallMolecule2077,Complex2666;SmallMolecule2090;1
SmallMolecule2077;SmallMolecule2092,SmallMolecule2093;1
SmallMolecule2085;PhysicalEntity307;1
SmallMolecule2095;SmallMolecule2097;1
SmallMolecule2096,SmallMolecule324,SmallMolecule522,Complex2855;SmallMolecule1475,SmallMolecule272,SmallMolecule524;1
SmallMolecule2097,Complex2670;SmallMolecule138,SmallMolecule2099;1
SmallMolecule20,SmallMolecule328,Protein6256;SmallMolecule2007,SmallMolecule330;1
SmallMolecule21,Protein21;SmallMolecule22;1
SmallMolecule2100,Protein6319;SmallMolecule138,SmallMolecule2102;1
SmallMolecule2100;SmallMolecule138,SmallMolecule2103;1
SmallMolecule2102,Complex2673;SmallMolecule2104,SmallMolecule335;1
SmallMolecule2103,Complex2673;SmallMolecule2105,SmallMolecule335;1
SmallMolecule2104;SmallMolecule2106;1
SmallMolecule2106,SmallMolecule386,Complex2674;SmallMolecule2107,SmallMolecule2108,SmallMolecule385;1
SmallMolecule2107,SmallMolecule386,Complex2675;SmallMolecule2109,SmallMolecule385;1
SmallMolecule2109;SmallMolecule2111;1
SmallMolecule2113,Protein6325;SmallMolecule2114;1
SmallMolecule2116,SmallMolecule405,PhysicalEntity310;SmallMolecule2117,SmallMolecule406;1
SmallMolecule2117;SmallMolecule2118;1
SmallMolecule2118,SmallMolecule2119,Protein6331;SmallMolecule2120,SmallMolecule2121;1
SmallMolecule2119,SmallMolecule2121,PhysicalEntity311;SmallMolecule2120,SmallMolecule2122;1
SmallMolecule2119,SmallMolecule2234,Protein6402;SmallMolecule2120,SmallMolecule2235;1
SmallMolecule2119,SmallMolecule2240,Protein6417;SmallMolecule2120,SmallMolecule2242;1
SmallMolecule2124,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6334;SmallMolecule138,SmallMolecule2125,SmallMolecule406;1
SmallMolecule2150,Protein6351;PhysicalEntity312,SmallMolecule2151;1
SmallMolecule2184,SmallMolecule353,SmallMolecule389,SmallMolecule400,Protein6123;SmallMolecule2185,SmallMolecule324,SmallMolecule401;1
SmallMolecule2188,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6372;SmallMolecule138,SmallMolecule2189,SmallMolecule406;1
SmallMolecule2206,SmallMolecule514,Complex2683;SmallMolecule516,SmallMolecule566,SmallMolecule85;1
SmallMolecule2207,SmallMolecule522,SmallMolecule757,Protein6386;SmallMolecule526,SmallMolecule760,SmallMolecule761;1
SmallMolecule2208,SmallMolecule514,Complex2695;SmallMolecule2209,SmallMolecule516,SmallMolecule85;1
SmallMolecule2212,SmallMolecule413,PhysicalEntity313;SmallMolecule1279,SmallMolecule2213,SmallMolecule2214;1
SmallMolecule222,Protein1365;SmallMolecule228;1
SmallMolecule2232,SmallMolecule2373,PhysicalEntity317;SmallMolecule2374,SmallMolecule535;1
SmallMolecule2232,SmallMolecule581,Complex2702;SmallMolecule2119,SmallMolecule2233;1
SmallMolecule224,Complex460;SmallMolecule224;1
SmallMolecule224,Complex462;SmallMolecule224;1
SmallMolecule224,Complex464;SmallMolecule224;1
SmallMolecule224,Complex466;SmallMolecule224;1
SmallMolecule224,Complex2954;SmallMolecule225;1
SmallMolecule224,Complex4892;SmallMolecule225;1
SmallMolecule224,Complex4909;SmallMolecule225;1
SmallMolecule224,Complex4912;SmallMolecule225;1
SmallMolecule224,Complex4913;SmallMolecule225;1
SmallMolecule224,Complex608;SmallMolecule225;1
SmallMolecule224,Complex617;SmallMolecule225;1
SmallMolecule224,Complex618;SmallMolecule225;1
SmallMolecule224,Complex624;SmallMolecule225;1
SmallMolecule224,Complex625;SmallMolecule225;1
SmallMolecule224,Complex628;SmallMolecule225;1
SmallMolecule224,Complex629;SmallMolecule225;1
SmallMolecule224,Complex630;SmallMolecule225;1
SmallMolecule224,Complex631;SmallMolecule225;1
SmallMolecule224,Complex632;SmallMolecule225;1
SmallMolecule224,Complex636;SmallMolecule225;1
SmallMolecule224,Complex637;SmallMolecule225;1
SmallMolecule224,Complex640;SmallMolecule225;1
SmallMolecule224,Complex643;SmallMolecule225;1
SmallMolecule224,Complex644;SmallMolecule225;1
SmallMolecule224,Complex8666;SmallMolecule225;1
SmallMolecule224,Protein1595;SmallMolecule225;1
SmallMolecule224,Protein8999;SmallMolecule225;1
SmallMolecule2245,SmallMolecule324,Protein6418;SmallMolecule2246,SmallMolecule2247;1
SmallMolecule2248,SmallMolecule578,Complex2703;SmallMolecule1739,SmallMolecule2249;1
SmallMolecule224,SmallMolecule5,Protein6624;SmallMolecule2,SmallMolecule225;1
SmallMolecule225,Complex2863;SmallMolecule224;1
SmallMolecule2250,SmallMolecule578,Complex2703;SmallMolecule1739,SmallMolecule2251;1
SmallMolecule2252,SmallMolecule578,Complex2703;SmallMolecule1739,SmallMolecule2253;1
SmallMolecule2255,SmallMolecule578,Complex2705;SmallMolecule1739,SmallMolecule2256;1
SmallMolecule2259,SmallMolecule578,Complex2712;SmallMolecule1739,SmallMolecule2260;1
SmallMolecule2261,SmallMolecule578,Complex2715;SmallMolecule1739,SmallMolecule2262;1
SmallMolecule2266,SmallMolecule578,Complex2720;SmallMolecule1739,SmallMolecule2267;1
SmallMolecule2269,SmallMolecule578,Complex2708;SmallMolecule1739,SmallMolecule2270;1
SmallMolecule2271,SmallMolecule578,Complex2709;SmallMolecule1739,SmallMolecule2272;1
SmallMolecule2273,SmallMolecule578,Complex2709;SmallMolecule1739,SmallMolecule87;1
SmallMolecule227,SmallMolecule367,Complex1632;SmallMolecule228,SmallMolecule527;1
SmallMolecule228,SmallMolecule254,Protein1247;SmallMolecule255,SmallMolecule85;1
SmallMolecule228,SmallMolecule334,SmallMolecule85,Complex493;SmallMolecule334,SmallMolecule335,SmallMolecule6;1
SmallMolecule228,SmallMolecule334,SmallMolecule85,Complex494;SmallMolecule334,SmallMolecule335,SmallMolecule6;1
SmallMolecule228,SmallMolecule38,Complex456;SmallMolecule222,SmallMolecule50;1
SmallMolecule228,SmallMolecule527,Complex1632;SmallMolecule227,SmallMolecule367;1
SmallMolecule228,SmallMolecule528,Protein3982;SmallMolecule227,SmallMolecule326;1
SmallMolecule2291,SmallMolecule345,Protein6437;SmallMolecule2292,SmallMolecule347,SmallMolecule85;1
SmallMolecule2293,SmallMolecule345,PhysicalEntity314;SmallMolecule2294,SmallMolecule347;1
SmallMolecule2295,SmallMolecule345,Protein6294;SmallMolecule2296,SmallMolecule347;1
SmallMolecule2297,SmallMolecule345,Protein6438;SmallMolecule2298,SmallMolecule347;1
SmallMolecule2299,SmallMolecule345,Protein6439;SmallMolecule2300,SmallMolecule347;1
SmallMolecule2300,SmallMolecule403,Complex2417;SmallMolecule138,SmallMolecule2301,SmallMolecule404;1
SmallMolecule2301,SmallMolecule345,Protein6439;SmallMolecule2302,SmallMolecule347;1
SmallMolecule2307,SmallMolecule413,Complex2734;SmallMolecule2308,SmallMolecule2309;1
SmallMolecule2309,SmallMolecule2310,Complex2735;SmallMolecule2311;1
SmallMolecule230,SmallMolecule343,SmallMolecule408,Complex2728;Complex2727,SmallMolecule2305;1
SmallMolecule2315,SmallMolecule403,Complex2739;SmallMolecule2318;1
SmallMolecule2322,SmallMolecule398,Complex2757;SmallMolecule2323,SmallMolecule2324;1
SmallMolecule2325,SmallMolecule406,Protein4816;SmallMolecule2326,SmallMolecule405;1
SmallMolecule2327,SmallMolecule522,SmallMolecule757,Protein6472;SmallMolecule2328,SmallMolecule760,SmallMolecule761;1
SmallMolecule2330,SmallMolecule522,SmallMolecule757,Protein6472;SmallMolecule2331,SmallMolecule760,SmallMolecule761;1
SmallMolecule2331,SmallMolecule323,PhysicalEntity315;SmallMolecule2332,SmallMolecule757;1
SmallMolecule2333,SmallMolecule522,SmallMolecule757,Protein6480;SmallMolecule2334,SmallMolecule760,SmallMolecule761;1
SmallMolecule2336,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6484;SmallMolecule138,SmallMolecule2337,SmallMolecule406;1
SmallMolecule2336,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein5492;SmallMolecule138,SmallMolecule2338,SmallMolecule406;1
SmallMolecule2336,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6485;SmallMolecule138,SmallMolecule2340,SmallMolecule406;1
SmallMolecule2336,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6486;SmallMolecule138,SmallMolecule2341,SmallMolecule406;1
SmallMolecule2338,SmallMolecule318,SmallMolecule405,SmallMolecule85,Protein6338;SmallMolecule138,SmallMolecule2339,SmallMolecule406;1
SmallMolecule2340;SmallMolecule2342;1
SmallMolecule2343,SmallMolecule403,Complex2735;SmallMolecule2344;1
SmallMolecule2344;SmallMolecule2347;1
SmallMolecule2347,SmallMolecule343,Complex2728;SmallMolecule222,SmallMolecule2350;1
SmallMolecule2350,Complex2078;SmallMolecule21,SmallMolecule2353;1
SmallMolecule2353;SmallMolecule2356;1
SmallMolecule2356,SmallMolecule328,PhysicalEntity316;SmallMolecule2359,SmallMolecule2360;1
SmallMolecule2364,SmallMolecule405,SmallMolecule85,Complex2762;SmallMolecule2365,SmallMolecule406;1
SmallMolecule2366,Protein6492;SmallMolecule1806;1
SmallMolecule2369,Complex2774;SmallMolecule335;1
SmallMolecule2369,Protein28;SmallMolecule335;1
SmallMolecule2369,SmallMolecule343,Complex2773;SmallMolecule2370,SmallMolecule84;1
SmallMolecule2369,SmallMolecule343,Complex2790;SmallMolecule2370,SmallMolecule84;1
SmallMolecule2369,SmallMolecule343,Complex2798;SmallMolecule2370,SmallMolecule84;1
SmallMolecule2370,SmallMolecule5,Complex2778;SmallMolecule2,SmallMolecule751;1
SmallMolecule2370,SmallMolecule84,Complex2773;SmallMolecule2369,SmallMolecule343;1
SmallMolecule2370,SmallMolecule84,Complex2790;SmallMolecule2369,SmallMolecule343;1
SmallMolecule2370,SmallMolecule84,Complex2798;SmallMolecule2369,SmallMolecule343;1
SmallMolecule2372,Protein6508;SmallMolecule2373;1
SmallMolecule2373,SmallMolecule514,Complex2684;SmallMolecule2375,SmallMolecule516,SmallMolecule85;1
SmallMolecule2415;SmallMolecule1802;1
SmallMolecule2415,SmallMolecule2736;SmallMolecule138,SmallMolecule2740;1
SmallMolecule2415,SmallMolecule2739;SmallMolecule2736;1
SmallMolecule2416,SmallMolecule2417,SmallMolecule4,Protein6606;SmallMolecule146,SmallMolecule224,SmallMolecule2418;1
SmallMolecule2421,SmallMolecule4,Protein6613;SmallMolecule2422,SmallMolecule85;1
SmallMolecule2423,SmallMolecule4,Protein6616;SmallMolecule2418,SmallMolecule85;1
SmallMolecule2424,SmallMolecule4,Protein6619;SmallMolecule2425,SmallMolecule85;1
SmallMolecule2428,SmallMolecule253,Protein6643;SmallMolecule314,SmallMolecule85;1
SmallMolecule2429,Protein6645;SmallMolecule2430;1
SmallMolecule2431,Protein6648;SmallMolecule2433;1
SmallMolecule2437,SmallMolecule84,Protein6658;SmallMolecule686,SmallMolecule85;1
SmallMolecule2442,SmallMolecule85,Protein6659;SmallMolecule2443,SmallMolecule2447;1
SmallMolecule2447,SmallMolecule3263;SmallMolecule3264;1
SmallMolecule2448,SmallMolecule84,Protein6660;SmallMolecule1064,SmallMolecule85;1
SmallMolecule2449,Complex2864;SmallMolecule1487;1
SmallMolecule2452,Protein6682;SmallMolecule372;1
SmallMolecule2453,Protein6690;SmallMolecule2460;1
SmallMolecule2460,Protein6690;SmallMolecule2453;1
SmallMolecule2463,Protein6;SmallMolecule2466;1
SmallMolecule2466,Protein6;SmallMolecule2463;1
SmallMolecule2468,Protein6509;SmallMolecule2472;1
SmallMolecule2472,Protein6509;SmallMolecule2468;1
SmallMolecule2479,SmallMolecule85,Protein6697;SmallMolecule2482,SmallMolecule84;1
SmallMolecule2485,SmallMolecule367,Protein6698;SmallMolecule2488,SmallMolecule2490;1
SmallMolecule2491,SmallMolecule367,Protein6702;SmallMolecule2490,SmallMolecule2494;1
SmallMolecule2506,Protein6708;SmallMolecule2507;1
SmallMolecule2507,Protein6708;SmallMolecule2506;1
SmallMolecule2508,Protein6711;SmallMolecule2510;1
SmallMolecule2510,Protein6711;SmallMolecule2508;1
SmallMolecule2517,Protein6712;SmallMolecule2525;1
SmallMolecule2525,Protein6712;SmallMolecule2517;1
SmallMolecule2526,Protein6713;SmallMolecule2527;1
